"druga","drugb","weight"
"777","940","2"
"6252","35837","2"
"1918","9043","2"
"129","4809","2"
"6252","10328","4"
"829","4478","2"
"18","191","2"
"777","10586","2"
"785","16371","2"
"829","1006","2"
"106","829","2"
"583","5966","4"
"268","1320","2"
"829","5966","4"
"583","4478","2"
"921","5105","2"
"224","4209","2"
"777","4169","2"
"1213","3697","2"
"583","2130","2"
"1090","7540","3"
"534","1575","4"
"502","1699","2"
"76","502","2"
"10328","35837","2"
"1292","1323","2"
"1293","1323","2"
"777","1030","2"
"136","343","2"
"485","16371","2"
"777","1401","2"
"191","262","2"
"200","1575","2"
"6252","24146","2"
"1294","1351","2"
"1294","1353","2"
"1228","3407","2"
"1293","1393","2"
"218","538","2"
"224","9805","2"
"829","2130","2"
"777","785","2"
"64","11103","2"
"2188","3195","4"
"1294","1421","2"
"777","3259","2"
"520","25446","2"
"224","703","2"
"64","5147","2"
"1213","3982","2"
"92","7865","9"
"1220","3774","2"
"1220","3776","2"
"754","18226","2"
"502","5147","2"
"106","5966","2"
"1005","10498","2"
"64","346","2"
"1337","36847","2"
"99","38610","2"
"99","38611","2"
"99","38613","2"
"1006","10498","4"
"216","538","2"
"759","777","2"
"420","11103","2"
"99","38636","4"
"0","4581","2"
"502","1179","2"
"921","42392","2"
"2401","3923","2"
"777","2254","2"
"420","1699","2"
"559","3923","2"
"468","469","4"
"3923","43370","2"
"602","777","2"
"777","2843","2"
"106","583","2"
"420","5147","2"
"420","6017","2"
"534","1405","6"
"28","502","2"
"1305","1393","2"
"346","502","2"
"621","1296","2"
"502","6017","2"
"27","3923","2"
"1294","1785","2"
"267","2509","2"
"269","2948","2"
"143","2238","2"
"990","2189","2"
"51","1004","2"
"502","16371","2"
"60","5105","2"
"420","16371","2"
"64","3923","4"
"1251","3174","3"
"349","777","2"
"7377","9929","2"
"27","420","2"
"2045","5105","2"
"810","990","2"
"502","4528","2"
"418","29089","2"
"136","24146","2"
"10328","24146","2"
"64","2401","2"
"140","343","2"
"136","6252","4"
"2","420","2"
"667","921","2"
"267","4424","2"
"64","502","4"
"502","1131","2"
"2687","16371","2"
"4478","5966","2"
"375","5105","2"
"3923","16371","2"
"990","1745","2"
"1315","1410","2"
"129","502","2"
"64","1699","2"
"468","1576","2"
"85","777","2"
"1141","6827","4"
"2","3923","2"
"745","990","2"
"420","559","2"
"64","90","2"
"90","420","2"
"502","2401","2"
"502","3923","4"
"119","38610","2"
"119","38611","2"
"119","38613","2"
"64","420","4"
"343","6252","2"
"990","2045","2"
"2666","25228","2"
"990","3774","3"
"1318","1482","2"
"140","24146","2"
"90","502","2"
"31","64","2"
"268","2172","5"
"3191","5156","2"
"468","601","2"
"129","3923","2"
"4952","19938","2"
"346","3923","2"
"2189","5105","2"
"990","1997","2"
"502","11103","2"
"1004","1433","2"
"1007","9629","4"
"64","1131","2"
"990","5105","4"
"28","3923","2"
"140","6252","4"
"125","38613","2"
"125","38610","2"
"125","38611","2"
"1030","10565","2"
"1179","5949","2"
"270","1745","2"
"1294","2391","2"
"136","10328","4"
"15474","21575","2"
"15474","21576","2"
"51","468","4"
"346","420","2"
"628","5105","2"
"990","7477","2"
"468","5458","2"
"360","1004","2"
"667","761","2"
"1131","3923","2"
"21629","21638","2"
"64","4528","2"
"745","5105","2"
"425","5105","2"
"420","3923","4"
"667","810","2"
"1152","6894","2"
"120","667","2"
"28","420","2"
"65","5105","2"
"12","1798","2"
"51","312","2"
"51","601","2"
"253","621","3"
"607","621","2"
"119","191","2"
"2597","16371","2"
"650","785","2"
"3923","11103","2"
"1193","5703","2"
"667","7477","2"
"343","10328","2"
"601","24081","2"
"761","5105","2"
"418","608","2"
"64","559","2"
"1305","2289","2"
"372","4424","2"
"90","3923","2"
"425","667","2"
"667","2189","2"
"621","9161","2"
"881","15474","2"
"1997","5105","2"
"23","777","2"
"1337","1373","2"
"667","2045","2"
"2673","25517","2"
"1270","3493","2"
"76","3923","2"
"64","129","2"
"64","16371","2"
"4581","9161","2"
"82","5105","2"
"972","12764","2"
"57","1798","2"
"0","1296","2"
"420","2401","2"
"375","667","2"
"667","1745","2"
"1121","8188","2"
"621","4581","2"
"66","145","2"
"420","4528","2"
"667","1997","2"
"64","6017","2"
"143","601","2"
"667","5105","4"
"31","420","2"
"1323","1996","2"
"1068","9931","2"
"143","5458","2"
"5105","7477","2"
"621","1892","2"
"0","9161","2"
"150","218","2"
"891","15474","2"
"218","10918","2"
"469","601","2"
"1320","2188","4"
"200","1405","3"
"869","16181","2"
"143","468","4"
"777","19056","2"
"183","621","2"
"49","11501","2"
"667","745","2"
"502","2172","5"
"952","13666","2"
"952","13667","2"
"12","3748","2"
"248","9161","2"
"49","349","2"
"3225","8761","2"
"1337","1804","2"
"216","10918","2"
"1293","3184","2"
"145","1918","2"
"120","5105","2"
"9448","12542","3"
"1220","5471","2"
"49","2158","2"
"360","1792","2"
"721","21005","2"
"49","522","2"
"3343","5294","2"
"248","4581","2"
"82","667","2"
"49","5578","2"
"569","621","2"
"621","2687","2"
"1320","2601","2"
"1184","6827","2"
"810","5105","2"
"5430","6324","2"
"1320","2662","2"
"577","2924","2"
"1337","2188","2"
"267","418","2"
"1364","1405","2"
"1320","2772","4"
"248","1296","2"
"8902","29883","2"
"777","19653","2"
"1353","1803","2"
"360","2214","2"
"13528","17612","3"
"1213","6163","2"
"49","64","2"
"469","2214","2"
"1364","1522","2"
"248","621","2"
"1351","1943","3"
"27","502","2"
"1278","4209","2"
"49","2408","2"
"1208","44198","2"
"49","1292","2"
"3407","3774","4"
"94","7015","3"
"579","2924","2"
"131","1056","2"
"1337","2476","2"
"1006","12762","2"
"123","235","2"
"1320","3037","2"
"1320","3063","2"
"0","621","2"
"1364","1736","7"
"1320","3102","2"
"1292","3987","2"
"773","1208","2"
"13666","13667","2"
"1356","2082","2"
"924","15474","2"
"1320","3199","2"
"44355","45058","2"
"861","17520","2"
"267","728","3"
"1316","3473","2"
"1364","1985","2"
"5200","14147","2"
"49","3987","2"
"2979","17520","3"
"1304","3926","2"
"1373","1804","4"
"147","191","2"
"1373","1813","2"
"1373","1820","2"
"1337","2979","3"
"367","421","2"
"3108","13665","2"
"3108","13666","2"
"3108","13667","2"
"1364","2208","3"
"1337","3063","2"
"469","1792","2"
"1293","4457","2"
"725","22068","2"
"3086","14447","3"
"39029","44355","2"
"940","15474","2"
"601","25996","3"
"1337","3195","2"
"1395","1413","2"
"3246","9587","8"
"557","27438","2"
"2188","42440","3"
"3445","3493","2"
"1296","4581","2"
"4952","22332","2"
"2188","42493","3"
"150","528","2"
"376","33152","2"
"3447","3493","2"
"608","25999","2"
"630","25344","2"
"1391","1785","2"
"1366","2562","2"
"1305","4457","2"
"423","1180","4"
"1404","1405","5"
"268","1180","5"
"1373","2465","2"
"725","22574","4"
"1405","1513","2"
"44355","45057","2"
"1384","2195","2"
"1405","1575","6"
"267","3184","2"
"1337","3697","2"
"573","27413","2"
"1413","1414","2"
"1413","1415","2"
"1413","1416","2"
"1373","2667","2"
"44355","44959","2"
"131","728","2"
"5468","6827","4"
"1405","1736","2"
"2853","22424","2"
"64","43370","2"
"1410","1649","9"
"2760","25344","2"
"251","1013","2"
"43449","44355","2"
"57","590","2"
"1337","3982","2"
"1013","1311","2"
"44355","44931","2"
"25996","25997","3"
"423","502","4"
"1248","6827","3"
"1391","2408","2"
"1373","2979","6"
"400","33152","2"
"268","423","4"
"1393","2419","2"
"1180","1405","4"
"270","418","2"
"1202","8406","2"
"1202","8407","2"
"1320","4748","2"
"1373","3102","2"
"1364","3407","2"
"1404","2172","4"
"1180","1404","4"
"1405","2172","4"
"3469","3748","2"
"620","2673","2"
"1317","4959","3"
"2948","19938","4"
"191","39892","2"
"150","4050","2"
"3446","4540","2"
"1393","2649","2"
"1421","1785","2"
"44355","44613","2"
"50","54","2"
"427","512","2"
"502","1404","4"
"502","1405","4"
"1112","11419","3"
"423","1405","4"
"423","2172","4"
"1179","9374","2"
"154","427","2"
"89","427","2"
"1396","2710","2"
"1013","2029","2"
"146","150","2"
"1251","7225","3"
"1251","7226","2"
"948","16638","4"
"1405","2515","2"
"372","2673","2"
"51","860","2"
"27","1013","2"
"1364","3824","2"
"1056","2673","2"
"423","1404","4"
"50","57","3"
"5430","8902","2"
"52","54","2"
"427","860","2"
"50","427","2"
"50","154","2"
"154","1013","2"
"1373","3697","4"
"1013","3247","2"
"427","2173","2"
"149","943","3"
"671","25517","2"
"131","943","3"
"325","4638","3"
"959","16638","4"
"1393","3263","2"
"1225","8481","2"
"745","2673","2"
"52","57","2"
"1373","3982","4"
"1005","15400","4"
"483","1013","2"
"1013","1528","2"
"1450","1682","2"
"367","4638","2"
"1320","5775","2"
"1433","2278","2"
"2673","4638","2"
"1395","3493","2"
"1453","1695","2"
"1396","3493","2"
"1453","1729","2"
"171","1013","2"
"180","1056","3"
"3489","4209","2"
"842","20739","3"
"842","20740","3"
"842","20743","3"
"7225","19492","3"
"325","745","3"
"180","620","3"
"180","367","6"
"180","372","3"
"149","180","3"
"267","2673","2"
"325","372","3"
"180","2673","6"
"80","2673","2"
"180","728","3"
"943","4638","3"
"80","943","3"
"3493","4368","2"
"3493","4370","2"
"1433","2694","3"
"180","267","3"
"149","367","2"
"728","2673","2"
"149","2673","2"
"520","31088","2"
"80","180","3"
"520","31087","2"
"1410","3511","3"
"1433","2808","4"
"325","620","3"
"1457","2132","2"
"943","1056","3"
"180","745","3"
"119","2673","2"
"829","2204","2"
"2760","27413","2"
"325","1056","3"
"367","2673","4"
"325","2673","6"
"1318","6625","2"
"1457","2372","2"
"9550","13665","2"
"9550","13666","2"
"9550","13667","2"
"1388","4576","2"
"1337","6163","2"
"2631","31590","4"
"7540","10498","2"
"1180","11058","2"
"1393","4457","4"
"943","2673","6"
"1040","15474","2"
"1456","2601","2"
"3195","14276","2"
"357","36732","2"
"180","325","9"
"1006","16638","4"
"367","943","6"
"325","943","9"
"180","4638","3"
"372","36386","2"
"367","1056","2"
"80","325","3"
"3428","7225","3"
"3428","7226","2"
"3446","6686","2"
"1455","2948","2"
"1005","16948","4"
"1005","16949","4"
"1005","16950","4"
"1419","4121","2"
"2948","22332","4"
"1497","1785","3"
"1497","1803","3"
"1497","1853","2"
"191","42370","8"
"149","325","3"
"5567","6827","4"
"3545","3976","2"
"191","42440","3"
"191","42493","3"
"1373","5875","2"
"1373","5876","2"
"1373","5877","2"
"1373","5878","2"
"1373","5882","2"
"1373","5880","2"
"1373","5881","2"
"1373","5879","2"
"1497","2067","2"
"1262","9375","4"
"3407","8418","4"
"191","42577","2"
"1433","4125","4"
"1401","5156","3"
"1506","1918","2"
"1502","2117","2"
"1497","2276","2"
"3570","3574","2"
"1497","2316","4"
"1472","3095","2"
"1373","6163","4"
"706","26859","2"
"692","27413","2"
"1294","8781","2"
"1522","1736","2"
"3493","6193","2"
"3493","6229","2"
"1494","2713","3"
"2776","28527","2"
"1522","1985","2"
"1472","3564","3"
"1296","9161","2"
"1522","2208","2"
"1513","2523","3"
"4628","37045","2"
"1433","5077","2"
"4774","32579","3"
"4774","32580","3"
"1146","13988","2"
"5149","21005","2"
"1502","3067","3"
"1482","3697","4"
"3571","4576","2"
"3467","7857","2"
"1488","3750","2"
"1373","7336","2"
"4502","41412","5"
"1508","3184","2"
"7455","15474","2"
"5375","14447","3"
"3598","4121","2"
"3511","6894","3"
"3533","6290","2"
"3588","4631","16"
"1127","15400","4"
"1558","2188","3"
"19938","22332","4"
"1410","6894","4"
"746","27517","2"
"1513","3776","2"
"3588","5034","2"
"3473","8683","2"
"3533","6827","3"
"1513","3926","2"
"1513","3927","2"
"3086","20739","3"
"3086","20740","3"
"3086","20743","3"
"1393","7739","2"
"269","42577","2"
"1145","15474","2"
"1353","9043","2"
"1522","3824","2"
"1502","4546","2"
"1276","11606","2"
"3493","8547","2"
"3493","8548","2"
"3493","8549","2"
"3493","8550","2"
"3493","8551","2"
"3493","8552","2"
"3493","8553","2"
"3493","8554","2"
"3493","8555","2"
"3493","8556","2"
"3622","4576","2"
"1493","5103","4"
"1557","3174","3"
"1408","7857","2"
"1472","5875","2"
"1373","8977","2"
"24081","25996","6"
"24081","25997","2"
"1497","5211","2"
"990","21005","2"
"1145","16255","3"
"1179","15228","2"
"1373","9243","2"
"894","24081","2"
"1497","5417","2"
"1127","16948","4"
"1127","16949","4"
"1127","16950","4"
"1320","11058","2"
"1405","8481","2"
"905","24081","2"
"3174","19492","3"
"1630","1996","2"
"3407","12490","2"
"1483","6625","2"
"751","29523","2"
"751","29524","2"
"1490","6625","2"
"11744","16545","2"
"11744","16546","2"
"11744","16544","2"
"1596","3473","2"
"3697","3982","4"
"5621","9929","2"
"1605","3473","2"
"1159","17316","2"
"1337","11851","2"
"1208","16042","2"
"1006","22345","2"
"1456","8406","2"
"1456","8407","2"
"894","25996","3"
"3690","4874","2"
"3407","13698","2"
"1238","15474","2"
"3731","3732","3"
"5779","5854","4"
"1655","2631","4"
"7830","7831","2"
"7830","7832","2"
"905","25996","3"
"1669","2494","2"
"1687","1996","2"
"1687","1997","2"
"1112","19851","2"
"777","30309","2"
"3748","3749","2"
"8902","40612","2"
"1513","7550","2"
"1610","4576","2"
"1649","3506","2"
"7852","7857","2"
"7853","7857","2"
"7854","7857","2"
"7855","7857","2"
"7856","7857","2"
"2515","42370","4"
"7857","7858","2"
"7857","7859","2"
"7857","7860","2"
"992","24081","2"
"3697","5875","2"
"3697","5876","2"
"3697","5877","2"
"3697","5878","2"
"3697","5882","2"
"3697","5880","2"
"3697","5881","2"
"3697","5879","2"
"13719","23036","2"
"3697","6163","4"
"3627","8356","2"
"1513","8481","2"
"1729","1820","2"
"3776","3926","2"
"3776","3927","2"
"9925","9929","2"
"1729","1874","3"
"9926","9929","2"
"1557","7225","3"
"9927","9929","2"
"9928","9929","2"
"1729","1971","2"
"979","25228","2"
"1655","4323","4"
"1729","2059","2"
"1729","2067","3"
"1337","14275","2"
"1337","14276","2"
"1736","1985","2"
"38610","38611","4"
"38610","38612","2"
"38610","38613","4"
"1729","2289","2"
"38611","38612","2"
"38611","38613","4"
"38612","38613","2"
"1669","4266","2"
"1736","2208","2"
"5835","6290","2"
"1729","2509","3"
"3731","6059","3"
"1745","2147","2"
"5375","20739","3"
"5375","20740","3"
"5375","20743","3"
"1729","2760","2"
"420","43370","2"
"3697","7336","2"
"1179","19938","2"
"3774","5105","2"
"1699","3923","2"
"1513","9711","2"
"5835","6827","6"
"1736","2849","2"
"992","25996","3"
"1687","4506","2"
"1745","2760","2"
"7743","13430","2"
"1729","3320","2"
"1785","1803","2"
"1785","1853","2"
"5875","6163","2"
"5876","6163","2"
"5877","6163","2"
"1785","1949","2"
"5878","6163","2"
"1791","1792","7"
"5879","6163","2"
"5880","6163","2"
"1513","10469","2"
"5881","6163","2"
"5882","6163","2"
"3627","10562","2"
"3407","17419","3"
"1798","1838","2"
"1736","3824","2"
"1785","2316","2"
"5266","25517","2"
"1804","1813","2"
"1804","1820","2"
"1794","2147","2"
"1785","2471","2"
"5875","6789","2"
"1717","4659","2"
"608","39148","2"
"3697","8977","2"
"1800","2293","2"
"5648","14147","2"
"9449","27517","2"
"3697","9243","2"
"1785","2985","2"
"1729","4722","2"
"1794","2760","2"
"1804","2465","2"
"1795","2833","2"
"1433","14103","2"
"1804","2667","2"
"1800","2849","2"
"5655","14447","3"
"1728","5114","2"
"1337","17316","2"
"1179","22332","2"
"1804","2979","6"
"502","43370","2"
"3848","5266","2"
"1804","3102","2"
"1728","5476","2"
"1682","6999","2"
"1813","2979","3"
"3772","7801","2"
"1745","5105","2"
"1800","3417","2"
"1791","3732","2"
"1791","3733","4"
"1792","3731","7"
"1792","3732","2"
"1792","3733","4"
"1839","2316","2"
"1820","2979","3"
"3283","23179","2"
"3848","5765","2"
"1393","16371","2"
"1729","6015","2"
"1804","3697","4"
"3774","8418","5"
"1785","4556","2"
"1813","3697","2"
"3773","8481","2"
"1804","3982","4"
"1795","4275","2"
"1373","17520","2"
"1820","3697","2"
"1721","6827","4"
"1813","3982","2"
"3850","6384","2"
"1568","11744","2"
"1728","6827","3"
"1820","3982","2"
"1888","1889","4"
"1880","2147","2"
"1878","2289","2"
"3848","6833","2"
"3923","4528","2"
"5915","8481","2"
"3943","4089","2"
"14147","15531","2"
"28527","28528","2"
"28527","28529","2"
"1902","1977","4"
"3850","7166","2"
"5875","9931","2"
"1880","2760","2"
"1619","10901","2"
"1783","5875","2"
"3943","4523","4"
"3923","5147","2"
"1729","7724","3"
"1112","26859","2"
"1847","4089","2"
"746","38610","2"
"746","38611","2"
"746","38613","2"
"1847","4523","2"
"1804","5875","2"
"1804","5876","2"
"1804","5877","2"
"1804","5878","2"
"1804","5879","2"
"1804","5881","2"
"1804","5882","2"
"1804","5880","2"
"1932","1999","2"
"1721","8621","3"
"1804","6163","4"
"3923","6017","2"
"14147","16869","2"
"14147","16870","2"
"1785","6936","2"
"1939","2240","2"
"1813","6163","2"
"1792","7030","2"
"1820","6163","2"
"1902","3627","4"
"1729","9152","2"
"1729","9155","2"
"1939","2791","2"
"1955","2318","5"
"1956","2318","4"
"1729","9494","3"
"1976","1996","2"
"1804","7336","2"
"3850","9550","2"
"5779","15400","4"
"3848","9799","2"
"3987","5578","2"
"1932","3848","2"
"1985","2208","2"
"3982","5875","2"
"3982","5876","2"
"3982","5877","2"
"3982","5878","2"
"3982","5879","2"
"3982","5880","2"
"3982","5881","2"
"3982","5882","2"
"1996","1997","4"
"1697","11419","2"
"3982","6163","4"
"1294","24081","2"
"1853","6827","5"
"1076","31131","2"
"1867","6655","2"
