id,hpo
"SMALL, POINTED DECIDUOUS TEETH",Finding
HYPOKETOTIC HYPOGLYCEMIA,Finding
CONGENITAL BLEEDING DIATHESIS,Finding
MENTAL DETERIORATION,Finding
SEVERE HYPOTRICHOSIS,Finding
NASAL HYPOPLASIA,Finding
IVORY EPIPHYSES OF THE MIDDLE PHALANGES OF THE HAND,Finding
IVORY EPIPHYSES,Finding
IVORY EPIPHYSIS OF THE MIDDLE PHALANX OF THE 3RD FINGER,Finding
IVORY EPIPHYSES OF THE 4TH FINGER,Finding
IVORY EPIPHYSIS OF THE DISTAL PHALANX OF THE 4TH FINGER,Finding
IVORY EPIPHYSIS OF THE PROXIMAL PHALANX OF THE HALLUX,Finding
MODERATE PLANTAR HYPERKERATOSIS,Finding
DEEP WHITE MATTER HYPODENSITIES,Finding
PARIETAL BOSSING,Finding
EPISODIC HYPERTENSION,Finding
"IRREGULAR, LACY ILIAC CRESTS",Finding
SHALLOW ORBITAL RIDGES,Finding
"COLUMELLA, SHORT",Finding
FLATTENED EPIPHYSES,Finding
CLINODACTYLY OF THE 5TH FINGER,Finding
GROWTH RETARDATION,Finding
TIGHT ACHILLES TENDON,Finding
CHORIORETINAL DYSTROPHY,Finding
CACHECTIC DWARFISM,Finding
ABNORMALITY OF THE OUTER EAR,Finding
ABNORMAL MYELINATION IN SURAL NERVE BIOPSIES,Finding
DECREASED MOTOR NERVE CONDUCTION VELOCITY (NCV),Finding
DECREASED MOTOR NERVE CONDUCTION VELOCITY (NCV),Finding
MALROTATION OF COLON,Finding
MALROTATION OF THE KIDNEY,Finding
DEEP PLANTAR CREASES,Finding
3RD-4TH TOE CLINODACTYLY,Finding
CAUDATE ATROPHY,Finding
MATERNAL VIRILIZATION,Clinical Attribute
DUPLICATED COLLECTING SYSTEM,Finding
SPARSE PUBIC HAIR,Finding
PRIMARY GONADAL INSUFFICIENCY,Finding
ADVANCED TARSAL OSSIFICATION,Finding
HYPOPLASTIC OLFACTORY LOBES,Finding
RENAL CORTICAL MICROCYSTS,Finding
MIDFRONTAL CAPILLARY HEMANGIOMA,Finding
TWELFTH RIB HYPOPLASIA,Finding
TUBULAR METACARPAL BONES,Finding
ABNORMALITY OF THE STERNUM,Finding
SPARSE TO ABSENT PUBIC HAIR,Finding
SMALL ANTERIOR FONTANELLE,Finding
DECREASED CERVICAL SPINE MOBILITY,Finding
ENLARGED METACARPOPHALANGEAL JOINTS,Finding
DEPRESSED NASAL TIP DUE TO MAJOR ALAR CARTILAGE HYPOPLASIA,Finding
RADIOHUMERAL SYNOSTOSIS,Finding
POSTNATAL GROWTH FAILURE,Finding
EPISODIC SEVERE KETOACIDOSIS,Finding
CEREBRAL CORTICAL NEURODEGENERATION,Finding
DECREASED PLASMA CARNITINE,Finding
SHORT TIBIA,Finding
DECREASED RETINAL PIGMENTATION WITH DISPERSION,Finding
PERIPHERAL NEUTROPENIA,Finding
AXILLARY FRECKLING,Finding
HYPOPLASTIC/SMALL PROXIMAL PHALANX OF THE THUMB,Finding
PILI CANALICULI,Finding
MULTIPLE BILATERAL RENAL ANGIOMYOLIPOMA,Finding
SHALLOW ACETABULAR FOSSAE,Finding
HYPOPLASTIC/SMALL MIDDLE PHALANX OF THE 5TH FINGER,Finding
OSTIUM PRIMUM ATRIAL SEPTAL DEFECT,Disease or Syndrome
SEVERE HEARING DEFECT,Disease or Syndrome
ELECTRON TRANSFER FLAVOPROTEIN-UBIQUINONE OXIDOREDUCTASE DEFECT,Disease or Syndrome
LATE-ONSET SPEECH DEVELOPMENT,Finding
SMALL SACROILIAC NOTCHES,Finding
SYNOSTOSIS INVOLVING THE CARPAL BONES,Finding
CEREBRAL CORTICAL ATROPHY,Finding
LOWER LIP PIT,Finding
CEREBELLAR VERMIS APLASIA/HYPOPLASIA,Disease or Syndrome
"MENTAL RETARDATION, MILD TO MODERATE",Finding
SUBACUTE PROGRESSIVE VIRAL HEPATITIS,Finding
ABNORMALITY OF THE RENAL COLLECTING SYSTEM,Finding
SHORT FOURTH TOE PROXIMAL PHALANX,Disease or Syndrome
APLASIA OF THE MIDDLE PHALANGES OF THE HAND,Finding
DECREASED FINGER MOBILITY,Finding
ULNAR DEVIATION OF THE 2ND FINGER,Finding
HYPOPLASTIC/SMALL 2ND FINGER,Finding
SHORT 4TH AND 5TH METATARSALS,Finding
CEREBELLAR MEDULLOBLASTOMA,Neoplastic Process
CERVICAL SPINE SEGMENTATION DEFECTS,Finding
HYPOPLASTIC PALMAR CREASES,Finding
APLASTIC/HYPOPLASTIC LACRIMAL GLANDS,Finding
ATRETIC LACRIMAL PUNCTA,Finding
SMALL VERTEBRAL BODIES,Finding
DELAYED CLOSURE OF FONTANELLES,Finding
JUVENILE CORTICAL CATARACT,Finding
SMALL FLAT CAPITAL FEMORAL EPIPHYSES,Finding
PROMINENT LIPS,Finding
LOW WEIGHT,Finding
NECK FLEXOR WEAKNESS,Finding
RENAL SALT WASTING,Finding
OBLITERATED FONTANELLES,Finding
SMALL EARS,Finding
"HYPOPLASTIC, OVERFOLDED HELICES",Finding
MILD AND NONPROGRESSIVE MENTAL RETARDATION,Finding
BROAD FEMORAL METAPHYSES,Finding
COGNITIVE DELAY,Finding
GROWTH RETARDATION,Finding
"PROMINENT, LONG PHILTRUM",Finding
"LONG, FLAT PHILTRUM",Finding
LONG PHILTRUM,Finding
LUMBAR PLATYSPONDYLY,Finding
SHORT LONG BONES,Finding
CONE-SHAPED EPIPHYSES OF THE 4TH FINGER,Finding
CONE-SHAPED EPIPHYSIS OF THE MIDDLE PHALANX OF THE 2ND FINGER,Finding
CONE-SHAPED EPIPHYSES FUSED WITHIN THEIR METAPHYSES,Finding
BROAD TOES,Finding
HYPOPLASTIC PELVIS,Finding
BELL-SHAPED CHEST,Finding
LATE OSSIFYING EPIPHYSES,Finding
NONKETOTIC HYPOGLYCEMIA,Finding
LOWER MOTOR NEURON SIGNS,Finding
DECREASED SUBCUTANEOUS FAT,Finding
JOINT CONTRACTURES OF THE 5TH FINGER,Finding
MUSCLE HYPERTROPHY,Finding
"RADIAL BOWING, SEVERE",Finding
RENAL CORTICAL MICROCYSTS,Finding
HYDROXYPROLINURIA,Finding
INCREASED CONNECTIVE TISSUE,Finding
RECURRENT RESPIRATORY INFECTIONS,Finding
HYPOPIGMENTED STREAKS,Finding
PREAXIAL POLYDACTYLY (FEET),Disease or Syndrome
MANDIBULAR HYPOPLASIA,Finding
CONGENITAL STAPES ANKYLOSIS,Finding
RHIZOMELIC SHORT STATURE,Finding
DECREASED HIP ABDUCTION,Finding
"MILD, LATERAL FEMORAL BOWING",Finding
PROGRESSIVE DISTAL MUSCULAR ATROPHY,Finding
CHIN DIMPLE,Finding
RETINAL CALCIFICATION,Finding
INCREASED PULMONARY VASCULAR RESISTANCE,Finding
PULMONARY ARTERY VASOCONSTRICTION,Finding
PREMATURE OCCLUSIVE VASCULAR DISEASE,Finding
EPIBULBAR DERMOIDS,Finding
PREMATURE CORONARY ARTERY DISEASE,Finding
POOR FINE MOTOR COORDINATION,Finding
MULTIPLE ADENOMATOUS COLON POLYPS,Finding
CRANIOFACIAL HYPEROSTOSIS AND SCLEROSIS,Finding
HYPOPLASIA OF DELTOID MUSCLE,Finding
"STEREOTYPED, REPETITIVE BEHAVIOUR",Finding
ANKLE VALGUS DEFORMITY,Finding
PARIETAL FORAMINA,Disease or Syndrome
AREAS OF HYPOPIGMENTATION AND HYPERPIGMENTATION THAT DO NOT FOLLOW BLASCHKO LINES,Disease or Syndrome
PARTIAL ALBINISM,Disease or Syndrome
"MEDIOSTERNAL, LONGITUDINAL STREAK OF HYPOPIGMENTATION",Disease or Syndrome
CENTRAL PULVERULENT CATARACT,Laboratory Procedure
MRI SHOWS DECREASED SIGNAL INTENSITY IN THE PALLIDAL NUCLEI WITH CENTRAL HYPERINTENSITY ('EYE OF THE TIGER' SIGN),Laboratory Procedure
PREMATURE CALCIFICATION OF MITRAL ANNULUS,Phenomenon or Process
STIPPLED CALCIFICATION OF THE HUMERAL EPIPHYSES,Phenomenon or Process
STIPPLED CALCIFICATION OF THE ELBOW,Phenomenon or Process
STIPPLED CALCIFICATION OF THE SHOULDER,Phenomenon or Process
STIPPLED CHONDRAL CALCIFICATION,Phenomenon or Process
CESSATION OF HEAD GROWTH IN AFFECTED INFANTS,Activity
CUPPED METAPHYSES OF HAND BONES,Quantitative Concept
SEVERE DEGENERATIVE MYOPIA,Functional Concept
OSTEOSCLEROSIS OF CALVARIA AND BASE OF THE SKULL,Biomedical or Dental Material
LIMITED ELBOW FLEXION/EXTENSION,Conceptual Entity
PAINLESS FRACTURES DUE TO INJURY,Phenomenon or Process
FRAYED HUMERAL METAPHYSES,Phenomenon or Process
"FRAYED, IRREGULAR METAPHYSES",Phenomenon or Process
IRREGULAR EPIPHYSES,Phenomenon or Process
FRAGMENTATION OF THE EPIPHYSIS OF THE DISTAL PHALANX OF THE 2ND FINGER,Phenomenon or Process
FRAGMENTATION OF THE EPIPHYSES OF THE 2ND FINGER,Phenomenon or Process
FRAGMENTATION OF THE EPIPHYSIS OF THE MIDDLE PHALANX OF THE 4TH FINGER,Phenomenon or Process
FRAGMENTATION OF THE EPIPHYSIS OF THE PROXIMAL PHALANX OF THE HALLUX,Phenomenon or Process
MODERATE PLATYSPONDYLY,Qualitative Concept
VENTRICULAR ARRHYTHMIA,Finding
PERONEAL MUSCLE ATROPHY,Sign or Symptom
"FLACCID WEAKNESS OR PARALYSIS, EPISODIC ATTACKS",Sign or Symptom
GENERALIZED MUSCLE WEAKNESS,Sign or Symptom
EXCESSIVE WRINKLED SKIN (PALMS AND SOLES),Phenomenon or Process
SUPERNUMERARY TESTES,Quantitative Concept
OCCLUSIVE ARTERIAL DISEASE,Functional Concept
HYPOPLASTIC SPINAL PROCESSES,Pharmacologic Substance
"CORONARY ARTERY DISEASE PRESENTING AFTER AGE 30 YEARS IN HETEROZYGOTES, IN CHILDHOOD IN HOMOZYGOTES",Disease or Syndrome
SKELETAL MUSCLE TISSUE SHOWS 14 TO 45% DEPLETION OF MITOCHONDRIAL DNA,Tissue
INCREASED CELLULAR SENSITIVITY TO UV LIGHT,Quantitative Concept
CHORIORETINAL HYPOPIGMENTATION AND HYPERPIGMENTATION,Finding
"SALT AND PEPPER RETINOPATHY, EARLY",Finding
PROTEINURIA,Finding
CHYLOTHORAX,Finding
ANXIETY,Finding
"SUDDEN EPISODIC APNEA, SEVERE, MAY CAUSE DEATH",Finding
"ATRIAL FIBRILLATION, ISOLATED",Finding
PLATELETS SHOW IMPAIRED AGGREGATION IN RESPONSE TO ADP,Finding
MENTAL RETARDATION CAN OCCUR IN PATIENTS WITH REPEATED EPISODES OF DEHYDRATION,Finding
ABNORMALITY OF THE HEART VALVES,Finding
HEMOGLOBINURIA,Finding
HYPERTENSION DUE TO RENAL ARTERY HYPERPLASIA,Finding
CONFETTI HYPOPIGMENTATION PATTERN OF LOWER LEG SKIN,Finding
AXILLARY AND GROIN HYPERPIGMENTATION AND HYPOPIGMENTATION,Finding
"RENAL FAILURE, REVERSIBLE",Finding
RENAL FAILURE,Finding
RENAL FAILURE IN ADULTHOOD,Finding
SCLEROTIC RADIAL METAPHYSIS WITH LONGITUDINAL STRIATIONS,Finding
"SINUS BRADYCARDIA, ISOLATED",Finding
TELANGIECTASIA,Finding
TORSADE DE POINTES,Finding
RESTING TREMOR,Finding
DISTAL ULCERATION AND OSTEOMYELITIS LEADING TO AUTOAMPUTATION,Finding
NONGRANULOMATOUS UVEITIS,Finding
TRIANGULAR SHAPED DISTAL PHALANX OF THE 4TH FINGER,Finding
TRIANGULAR SHAPED DISTAL PHALANX OF THE 2ND TOE,Finding
ABNORMAL CALCIFICATION OF THE CARPAL BONES,Finding
DECREASED SERUM ACTH,Finding
NECK MUSCLE HYPOPLASIA,Finding
HYPOPLASTIC TOOTH BUDS,Finding
CONGENITAL EARLOBE SINUSES,Finding
BIDIRECTIONAL VENTRICULAR ECTOPY,Finding
SPONDYLOLISTHESIS OF L5 ON S1,Gene or Genome
PUNCTATE LENTICULAR OPACITIES,Finding
FLATTENED OR ABSENT ELECTRORETINOGRAM,Finding
PLATYSPONDYLY WITH ANTERIOR WEDGING,Finding
ANTERIOR BEAKING OF VERTEBRAL BODIES,Finding
HYPOPLASTIC PULMONARY VEINS,Finding
"ABNORMAL MUSCLE FIBERS WITH AMORPHOUS, GRANULAR, OR HYALINE DEPOSITS",Qualitative Concept
ABNORMAL OR EXCESS NEVI,Qualitative Concept
STIPPLING OF THE EPIPHYSIS OF THE PROXIMAL PHALANX OF THE THUMB,Qualitative Concept
STIPPLING OF THE EPIPHYSES OF THUMB,Qualitative Concept
STIPPLING OF THE EPIPHYSES OF 5TH FINGER,Qualitative Concept
STIPPLING OF THE EPIPHYSIS OF THE PROXIMAL PHALANX OF THE 3RD FINGER,Qualitative Concept
STIPPLING OF THE EPIPHYSIS OF THE DISTAL PHALANX OF THE 5TH FINGER,Qualitative Concept
STIPPLING OF THE EPIPHYSES OF THE PHALANGES OF THE HAND,Qualitative Concept
STIPPLING OF THE EPIPHYSES OF THE HALLUX,Qualitative Concept
STIPPLED CALCIFICATION OF HUMERAL METAPHYSIS,Qualitative Concept
STIPPLED CHONDRAL CALCIFICATION,Qualitative Concept
ABNORMALITY OF THE MUSCULATURE OF THE LIMBS,"Body Part, Organ, or Organ Component"
ABNORMALITY OF THE MUSCULATURE OF THE LOWER LIMBS,"Body Part, Organ, or Organ Component"
APLASIA/HYPOPLASIA INVOLVING THE MUSCULATURE OF THE UPPER ARM,"Body Part, Organ, or Organ Component"
LEUKOCYTE INCLUSION BODIES (DOHLE-LIKE BODIES),Cell Component
DEPRESSED NASAL ROOT AND BRIDGE,Manufactured Object
BROAD NASAL BRIDGE,Manufactured Object
"FLAT, BROAD NASAL BRIDGE",Manufactured Object
SKIN FRAGILITY WITH NON-SCARRING BLISTERING,Pathologic Function
SCARRING,Pathologic Function
SEVERE HEARING DEFECT,Finding
IMPAIRED LEFT VENTRICULAR FUNCTION,Finding
LOW-FREQUENCY HEARING LOSS,Finding
"HEARING LOSS, SENSORINEURAL, SEVERE TO PROFOUND",Finding
"HEARING LOSS, CONGENITAL, SENSORINEURAL, MODERATE-SEVERE",Finding
"HEARING LOSS, SENSORINEURAL, MODERATE-SEVERE",Finding
TACHYCARDIA (WITH PHEOCHROMOCYTOMA),Sign or Symptom
ASCENDING AORTIC DISSECTION,Finding
ANTERIOR CHAMBER CLEAVAGE DISORDER,Health Care Activity
ABNORMALITY OF THE ANTERIOR CHAMBER,Health Care Activity
"ABSENT HAIR, EYEBROWS AND EYELASHES",Health Care Activity
"SPARSE HAIR, EYEBROWS AND EYELASHES",Health Care Activity
WHITE EYEBROWS,Health Care Activity
HIGHLY ARCHED EYEBROWS,Health Care Activity
"SMALL, DOWNSLANTING PALPEBRAL FISSURES",Health Care Activity
ALMOND-SHAPED PALPEBRAL FISSURES,Health Care Activity
HEADACHE (WITH PHEOCHROMOCYTOMA),Finding
HEADACHE,Finding
PARTIAL ABSENCE OF LOWER EYELASHES,Disease or Syndrome
MUSCLE BIOPSY SHOWS DECREASE OR ABSENCE OF CYTOCHROME C OXIDASE,Disease or Syndrome
ABSENCE OF INCISORS,Disease or Syndrome
ISOLATED ABSENCE OF CD8+ T CELLS,Disease or Syndrome
ABSENT OSSIFICATION/ABSENCE OF RADIUS,Disease or Syndrome
"SINUS BRADYCARDIA, ISOLATED",Finding
EPIPHORA,Finding
CONTRACTURE OF THE METACARPOPHALANGEAL JOINT OF THE 2ND FINGER,Finding
CONTRACTURE OF THE PROXIMAL INTERPHALANGEAL JOINT OF THE 2ND FINGER,Finding
CONTRACTURE OF THE METACARPOPHALANGEAL JOINT OF THE 3RD FINGER,Finding
POLYDACTYLY AFFECTING THE 2ND TOE,Finding
PREAXIAL POLYDACTYLY (HANDS),Finding
CERVICAL VERTEBRAE AGENESIS,Congenital Abnormality
AGENESIS OR HYPOGENESIS OF THE CEREBELLAR VERMIS,Congenital Abnormality
PARTIAL AGENESIS OF THE CORPUS CALLOSUM,Congenital Abnormality
BILIARY DUCT ATRESIA,Disease or Syndrome
GENITOURINARY ATRESIA,Disease or Syndrome
URINARY TRACT ATRESIA,Disease or Syndrome
ECCHYMOSES,Finding
APLASIA/HYPOPLASIA OF THE TONGUE,Finding
LACRIMAL GLAND APLASIA/HYPOPLASIA,Health Care Activity
DEGENERATIVE LIVER DISEASE,Finding
INTERMITTENT JAUNDICE,Sign or Symptom
JAUNDICE,Sign or Symptom
"EYELIDS, EYEBROWS, AND EYELASHES ABSENT",Health Care Activity
THYROID DEFECT IN OXIDATION AND ORGANIFICATION OF IODIDE,Health Care Activity
THYROID DYSPLASIA/APLASIA,Health Care Activity
DISTAL SENSORY IMPAIRMENT,Health Care Activity
MULTIPLE PREAURICULAR EAR TAGS AND PITS,Finding
"SHORT STATURE, RHIZOMELIC",Disease or Syndrome
MESOMELIC SHORT STATURE,Disease or Syndrome
"ABSENT HAIR, EYEBROWS AND EYELASHES",Sign or Symptom
"LOSS OF EYEBROWS, EYELASHES AND BEARD",Sign or Symptom
LOSS OF EYEBROWS AND EYELASHES BY AGE 3 YEARS,Sign or Symptom
NAEVUS FLAMMEUS OF THE EYELID,Sign or Symptom
HYPOPLASIA OF THE MAXILLA,Diagnostic Procedure
YELLOW-BROWN DISCOLORATION OF THE TEETH,Health Care Activity
IMPAIRED IG CLASS SWITCH RECOMBINATION (CSR),Genetic Function
PRE- OR POSTAXIAL POLYDACTYLY,Genetic Function
SEVERE NEONATAL HYPOTONIA IN MALES,Disease or Syndrome
TRAPEZOIDAL SHAPED VERTEBRAL BODIES,Clinical Attribute
FOOT ASYMMETRY,Quantitative Concept
IMPAIRED HISTIDINE RENAL TUBULAR ABSORPTION,Phenomenon or Process
NORMAL OR MILDLY DECREASED MOTOR NERVE CONDUCTION VELOCITY (NCV),Quantitative Concept
"MINUTE, GRAY, PUNCTATE CORNEAL OPACITIES",Quantitative Concept
ABNORMAL LENGTH OF CORPUS CALLOSUM,Quantitative Concept
ABNORMAL RETINAL FOLDS,Quantitative Concept
ABNORMAL OR ABSENT SCROTUM,Quantitative Concept
ABNORMAL FEMORAL HEAD WITH DEGENERATIVE CHANGES,Quantitative Concept
ABNORMAL MOTOR AND SENSORY NERVE CONDUCTION,Quantitative Concept
ABNORMALITY OF THE VERTEBRAL COLUMN,Quantitative Concept
ABNORMAL LOCATION OF EARS,Quantitative Concept
DECREASED MOVEMENT RANGE IN INTERPHALANGEAL JOINTS,Quantitative Concept
SHORT SECOND AND THIRD OR THIRD AND FOURTH METACARPALS,Quantitative Concept
LOW TO LOW-NORMAL MAGNESIUM,"Element, Ion, or Isotope"
TALIPES EQUINOVARUS,Quantitative Concept
SHORT HARD PALATE,Quantitative Concept
HYPOPLASTIC/SMALL 3RD FINGER,Quantitative Concept
"SHORT 1ST, 4TH, 5TH METACARPALS",Quantitative Concept
"SHORT THIRD, FOURTH, FIFTH METATARSALS",Quantitative Concept
SEVERE LIMB SHORTENING,Quantitative Concept
"SMALL, SHORT NOSE",Quantitative Concept
SHORT ULNA,Quantitative Concept
"COLUMELLA, SHORT",Quantitative Concept
"SHORT, BROAD FINGERS",Quantitative Concept
ABSENT ROD-AND CONE-MEDIATED RESPONSES ON ERG,Spatial Concept
"RHABDOMYOLYSIS MAY FOLLOW SEVERE EXERCISE IN HOT CONDITIONS, NEUROLEPTIC DRUGS, ALCOHOL, OR INFECTIONS",Natural Phenomenon or Process
TEMPORAL DISPLACEMENT OF MACULAE,Temporal Concept
DECREASED BETA-GLUCOCEREBROSIDASE PROTEIN AND ACTIVITY,"Amino Acid, Peptide, or Protein"
"SEIZURES, TONIC-CLONIC, PHOTOSENSITIVE",Finding
HYPOTHERMIA,Finding
"APNEIC EPISODES PRECIPITATED BY ILLNESS, FATIGUE, STRESS",Finding
"FLACCID WEAKNESS OR PARALYSIS, EPISODIC ATTACKS",Finding
PARALYSIS,Finding
RESTING TREMOR,Finding
TIBIALIS WEAKNESS AND ATROPHY,Finding
"FLACCID WEAKNESS OR PARALYSIS, EPISODIC ATTACKS",Finding
FAILURE TO THRIVE IN SURVIVORS,Finding
SUSCEPTIBILITY TO INFECTION,Finding
"DERMATITIS, INFECTIOUS, DUE TO IMMUNODEFICIENCY IMPETIGO",Finding
LOSS OF ABILITY TO WALK IN EARLY CHILDHOOD,Sign or Symptom
INABILITY TO WALK BY CHILDHOOD/ADOLESCENCE,Sign or Symptom
ABNORMALITY OF EXTERNAL FEATURES OF THE ABDOMEN,Body Location or Region
ABDOMINAL PAIN,Sign or Symptom
PARTIAL ABDOMINAL MUSCLE AGENESIS,"Body Part, Organ, or Organ Component"
ABDOMINAL MUSCULAR HYPOPLASIA,"Body Part, Organ, or Organ Component"
ABNORMALITY OF THE MIDNASAL CAVITY,Congenital Abnormality
ABNORMALITY OF THE EPIPHYSES OF THE FEET,Congenital Abnormality
ABNORMALITY OF HAIR TEXTURE,Congenital Abnormality
ABNORMALITY OF THE EPIPHYSES OF THE PROXIMAL PHALANGES OF THE HAND,Congenital Abnormality
ABNORMALITY OF THE PHALANGES OF THE 4TH TOE,Congenital Abnormality
ABNORMALITY OF THE EPIPHYSIS OF THE DISTAL PHALANX OF THE 4TH FINGER,Congenital Abnormality
ABNORMALITY OF THE PHALANGES OF THE THUMB,Congenital Abnormality
ABNORMALITY OF THE EPIPHYSIS OF THE MIDDLE PHALANX OF THE 2ND FINGER,Congenital Abnormality
ABNORMALITY OF THE PROXIMAL PHALANGES OF THE TOES,Congenital Abnormality
ABNORMALITY OF THE 4TH TOE,Congenital Abnormality
ABNORMALITY OF THE TEMPORAL BONE,Congenital Abnormality
ABNORMALITY OF THE ANTITRAGUS,Congenital Abnormality
ABNORMALITY OF THE JOINTS OF THE UPPER LIMBS,Congenital Abnormality
"SMALL, MALFORMED EARS",Congenital Abnormality
ABNORMALITY OF THE MUSCULATURE OF THE LIMBS,Congenital Abnormality
ABNORMALITY OF VITAMIN A METABOLISM,Congenital Abnormality
ABNORMALITY OF THE TOENAILS,Congenital Abnormality
ABNORMALITY OF THE EPIPHYSIS OF THE 5TH METACARPAL,Congenital Abnormality
ABNORMALITY OF THE EPIPHYSIS OF THE 1ST METATARSAL,Congenital Abnormality
ABNORMALITY OF THE 1ST METATARSAL,Congenital Abnormality
ABNORMALITY OF THE PHALANGES OF THE HALLUX,Congenital Abnormality
ABNORMALITY OF THE VOCAL CORDS,Congenital Abnormality
ABNORMALITY OF THE VASCULATURE OF THE CONJUNCTIVA,Congenital Abnormality
IMAGING SHOWS SIGNAL ABNORMALITIES IN BASAL GANGLIA,Congenital Abnormality
ABNORMALITY OF CARPAL BONE OSSIFICATION,Congenital Abnormality
ANOMALOUS SPLENOPORTAL VENOUS SYSTEM,Congenital Abnormality
MALFORMATION OF THE HEPATIC DUCTAL PLATE,Congenital Abnormality
GENERALIZED ABNORMALITY OF THE BONE MARROW,Congenital Abnormality
ABNORMALITY OF THE METOPIC SUTURE,Congenital Abnormality
ABNORMALITY OF THE PHALANGES OF THE HAND,Congenital Abnormality
ABNORMALITY OF DENTAL MORPHOLOGY,Congenital Abnormality
ABNORMALITY OF FEMORAL EPIPHYSES,Congenital Abnormality
ABNORMALITY OF COMPLEMENT,Congenital Abnormality
ANOMALOUS BRANCHES OF INTERNAL CAROTID ARTERY,Congenital Abnormality
ABNORMALITY OF CD4+ T CELLS,Congenital Abnormality
DYSGENESIS OF CORPUS CALLOSUM,Congenital Abnormality
ABNORMALITY OF THE PULMONARY VASCULATURE,Congenital Abnormality
ABNORMALITY INVOLVING THE EPIPHYSES OF THE UPPER LIMBS,Congenital Abnormality
ABNORMALITY OF AMINO ACID METABOLISM,Congenital Abnormality
MITTEN DEFORMITY,Congenital Abnormality
ABNORMALITY OF BONE MINERAL DENSITY,Congenital Abnormality
ABNORMALITY OF THE ULNAR EPIPHYSES,Congenital Abnormality
ABNORMALITY OF THE OLECRANON,Congenital Abnormality
ABNORMALITY OF THE ENTERIC GANGLIA,Congenital Abnormality
ABNORMALITY OF THE ANUS,Congenital Abnormality
ABNORMALITY OF GLYCOSAMINOGLYCAN METABOLISM,Congenital Abnormality
ABNORMALITY OF THE NIPPLES,Congenital Abnormality
ABNORMALITY OF THE NEUROMUSCULAR JUNCTION,Congenital Abnormality
ABNORMALITY OF THE INTERVERTEBRAL DISKS,Congenital Abnormality
ABNORMALITY OF THE VERTEBRAL ENDPLATES,Congenital Abnormality
ABNORMALITY OF THE RADIOULNAR JOINTS,Congenital Abnormality
EPIPHYSEAL DEFORMITIES OF TUBULAR BONES,Congenital Abnormality
ABNORMALITY OF THE CHROMOSOMES,Congenital Abnormality
ABNORMALITY OF THE HIP,Congenital Abnormality
ABNORMALITY OF THE FIBULA,Congenital Abnormality
ABNORMALITY OF THE CALVARIUM,Congenital Abnormality
COMPLEX CARDIAC MALFORMATIONS,Congenital Abnormality
ABNORMALITY OF THE SKULL BASE,Congenital Abnormality
ABNORMALITY OF CORTISOL PRODUCTION,Congenital Abnormality
ABNORMALITY OF THE CEREBRAL WHITE MATTER,Congenital Abnormality
ABNORMALITY OF THE LUNGS,Congenital Abnormality
ABNORMALITY OF COGNITION,Congenital Abnormality
ABNORMALITY OF THE CENTRAL NERVOUS SYSTEM,Congenital Abnormality
ABNORMALITY OF BASOPHILS,Congenital Abnormality
ABNORMALITY OF THE GLUTEAL MUSCULATURE,Congenital Abnormality
ABNORMALITY OF THE MUSCULATURE OF THE THIGH,Congenital Abnormality
ABNORMALITY OF THE PERICARDIUM,Congenital Abnormality
MALFORMED OSSICLES,Congenital Abnormality
ABNORMALITY OF THE NASOPHARYNX,Congenital Abnormality
ABNORMALITY OF THE FEET,Congenital Abnormality
ABNORMALITIES OF THE AORTA,Congenital Abnormality
ABNORMALITY OF THE LARYNX,Congenital Abnormality
ABNORMALITY OF THE CRANIAL NERVES,Congenital Abnormality
ABNORMALITY OF CORNEAL SIZE OR SHAPE,Congenital Abnormality
ABNORMALITY OF THE THUMB,Congenital Abnormality
ABNORMALITY OF THE HAND,Congenital Abnormality
ABNORMALITY OF KERATINIZATION,Congenital Abnormality
ABNORMALITY OF THE ADRENAL GLANDS,Congenital Abnormality
ABNORMALITY OF THE PHARYNX,Congenital Abnormality
ABNORMALITY OF THE SCLERA,Congenital Abnormality
ABNORMALITY OF THE OPTIC NERVE,Congenital Abnormality
ABNORMALITY OF THE SCAPULAE,Congenital Abnormality
ABNORMALITY OF VISION,Congenital Abnormality
LACRIMATION ABNORMALITY,Congenital Abnormality
ABNORMALITY OF RETINAL ARTERIES,Congenital Abnormality
ABNORMALITY OF THE PUPILS,Congenital Abnormality
ABNORMALITY OF THE CHOROID,Congenital Abnormality
ABNORMALITY OF REFRACTION,Congenital Abnormality
ABNORMALITY OF THE TEETH,Congenital Abnormality
ABNORMALITY OF COCHLEA,Congenital Abnormality
ABNORMALITY OF THE ORBITAL REGION,Congenital Abnormality
ABNORMALITY OF THE CHIN,Congenital Abnormality
HEAD ABNORMALITY,Congenital Abnormality
ABNORMALITY OF EAR LOBES,Congenital Abnormality
ABNORMALITY OF THE URETERS,Congenital Abnormality
ABNORMALITY OF THE SCROTUM,Congenital Abnormality
ABNORMALITY OF THE OVARIES,Congenital Abnormality
ABNORMALITY OF THE RENAL TUBULES,Congenital Abnormality
RENAL FUNCTIONAL ABNORMALITY,Congenital Abnormality
FUNCTIONAL ABNORMALITY OF MALE INTERNAL GENITALIA,Congenital Abnormality
PERIPHERAL RETINAL PIGMENTATION ABNORMALITIES,Functional Concept
METAPHYSEAL ABNORMALITIES OF DISTAL AND PROXIMAL FEMURS,Functional Concept
EMG MYOPATHIC ABNORMALITIES,Functional Concept
